(.ID.  algorithm  localsearch  alpha  beta  rho  ants  q0  rasrank  elitistants  nnls  dlb  statusElite  iteration  eliteResults) (.ID.  algorithm  localsearch  alpha  beta  rho  ants  q0  rasrank  elitistants  nnls  dlb  statusNew  iteration  newResults)
(103  as  3  4.8196  9.6206  0.1607  7  NA  NA  NA  18  1  e  5  33037265.4) (202  as  3  4.5562  9.2713  0.1327  20  NA  NA  NA  19  1  ne  5  33170281.4)
(103  as  3  4.8196  9.6206  0.1607  7  NA  NA  NA  18  1  e  5  33037265.4) (203  as  3  4.3004  8.3783  0.2107  33  NA  NA  NA  16  1  ne  5  33200627.8)
(103  as  3  4.8196  9.6206  0.1607  7  NA  NA  NA  18  1  e  5  33037265.4) (207  as  0  4.748  9.1335  0.3136  13  NA  NA  NA  NA  NA  ne  5  38991741.4)
(103  as  3  4.8196  9.6206  0.1607  7  NA  NA  NA  18  1  e  5  33037265.4) (212  ras  3  3.9684  9.1974  0.2005  7  NA  14  NA  16  1  ne  5  33109549.2)
(103  as  3  4.8196  9.6206  0.1607  7  NA  NA  NA  18  1  e  5  33037265.4) (216  as  3  3.8844  8.3333  0.0928  16  NA  NA  NA  20  1  ne  5  33212285.8)
(103  as  3  4.8196  9.6206  0.1607  7  NA  NA  NA  18  1  e  5  33037265.4) (219  as  3  3.6731  7.7995  0.2032  6  NA  NA  NA  15  1  ne  5  33134357.2)
(103  as  3  4.8196  9.6206  0.1607  7  NA  NA  NA  18  1  e  5  33037265.4) (221  as  3  4.7056  9.8816  0.2584  19  NA  NA  NA  24  1  ne  5  33148106.6)
(103  as  3  4.8196  9.6206  0.1607  7  NA  NA  NA  18  1  e  5  33037265.4) (222  as  3  3.4566  9.6449  0.2581  24  NA  NA  NA  27  1  ne  5  33228316.6)
(103  as  3  4.8196  9.6206  0.1607  7  NA  NA  NA  18  1  e  5  33037265.4) (223  as  3  4.7376  9.4365  0.1097  14  NA  NA  NA  7  1  ne  5  33381025)
(103  as  3  4.8196  9.6206  0.1607  7  NA  NA  NA  18  1  e  5  33037265.4) (226  as  3  2.9436  9.9412  0.2916  10  NA  NA  NA  17  1  ne  5  33196315)
(103  as  3  4.8196  9.6206  0.1607  7  NA  NA  NA  18  1  e  5  33037265.4) (227  mmas  2  3.1863  8.1827  0.1849  6  NA  NA  NA  19  1  ne  5  33453315)
(103  as  3  4.8196  9.6206  0.1607  7  NA  NA  NA  18  1  e  5  33037265.4) (231  as  3  4.8635  8.1525  0.0668  24  NA  NA  NA  12  1  ne  5  33222891)
(103  as  3  4.8196  9.6206  0.1607  7  NA  NA  NA  18  1  e  5  33037265.4) (233  as  3  4.1869  9.5947  0.2138  14  NA  NA  NA  13  1  ne  5  33130029.6)
(99  as  3  3.472  7.9249  0.4965  6  NA  NA  NA  11  1  e  5  33051179) (181  as  3  3.3605  7.2241  0.521  11  NA  NA  NA  26  1  ne  5  33165438.4)
(99  as  3  3.472  7.9249  0.4965  6  NA  NA  NA  11  1  e  5  33051179) (182  as  3  2.944  7.435  0.508  6  NA  NA  NA  6  1  ne  5  33367806)
(99  as  3  3.472  7.9249  0.4965  6  NA  NA  NA  11  1  e  5  33051179) (184  mmas  3  3.925  7.0936  0.5813  6  NA  NA  NA  13  1  ne  5  32927152.7)
(99  as  3  3.472  7.9249  0.4965  6  NA  NA  NA  11  1  e  5  33051179) (187  as  3  2.8118  7.1227  0.4778  20  NA  NA  NA  18  1  ne  5  33180277)
(99  as  3  3.472  7.9249  0.4965  6  NA  NA  NA  11  1  e  5  33051179) (188  as  3  4.255  7.4215  0.5394  23  NA  NA  NA  6  1  ne  5  33585646)
(99  as  3  3.472  7.9249  0.4965  6  NA  NA  NA  11  1  e  5  33051179) (190  as  3  3.3556  7.6783  0.4443  8  NA  NA  NA  13  1  ne  5  33174240)
(99  as  3  3.472  7.9249  0.4965  6  NA  NA  NA  11  1  e  5  33051179) (191  as  3  4.0993  7.3638  0.676  5  NA  NA  NA  9  1  ne  5  33109150.8333333)
(99  as  3  3.472  7.9249  0.4965  6  NA  NA  NA  11  1  e  5  33051179) (195  as  3  3.4253  9.1001  0.4711  16  NA  NA  NA  6  1  ne  5  33569339)
(99  as  3  3.472  7.9249  0.4965  6  NA  NA  NA  11  1  e  5  33051179) (196  as  3  2.7254  7.6933  0.6691  15  NA  NA  NA  8  1  ne  5  33252154)
(99  as  3  3.472  7.9249  0.4965  6  NA  NA  NA  11  1  e  5  33051179) (197  as  3  4.3665  8.0558  0.6946  6  NA  NA  NA  12  1  ne  5  32901554.6)
(99  as  3  3.472  7.9249  0.4965  6  NA  NA  NA  11  1  e  5  33051179) (204  as  3  3.5439  7.4429  0.6574  11  NA  NA  NA  9  1  ne  5  33137593.1666667)
(99  as  3  3.472  7.9249  0.4965  6  NA  NA  NA  11  1  e  5  33051179) (208  as  3  3.5187  9.1046  0.427  17  NA  NA  NA  8  1  ne  5  33334495.4)
(99  as  3  3.472  7.9249  0.4965  6  NA  NA  NA  11  1  e  5  33051179) (218  as  3  3.7306  7.6892  0.3566  22  NA  NA  NA  13  1  ne  5  33171412.6)
(99  as  3  3.472  7.9249  0.4965  6  NA  NA  NA  11  1  e  5  33051179) (224  as  3  1.8534  8.2834  0.3297  8  NA  NA  NA  8  1  ne  5  33431394.2)
(170  as  3  3.6728  7.0157  0.4651  10  NA  NA  NA  10  1  e  5  33042733.7) (183  as  3  2.8589  6.2571  0.4963  19  NA  NA  NA  14  1  ne  5  33188641.2)
(170  as  3  3.6728  7.0157  0.4651  10  NA  NA  NA  10  1  e  5  33042733.7) (205  as  3  3.8654  9.5561  0.2495  14  NA  NA  NA  13  1  ne  5  33121433)
(170  as  3  3.6728  7.0157  0.4651  10  NA  NA  NA  10  1  e  5  33042733.7) (209  as  3  3.6184  8.8032  0.6245  6  NA  NA  NA  22  1  ne  5  33110169.6)
(170  as  3  3.6728  7.0157  0.4651  10  NA  NA  NA  10  1  e  5  33042733.7) (210  as  3  3.48  6.6361  0.6522  15  NA  NA  NA  20  1  ne  5  33123427.8)
(170  as  3  3.6728  7.0157  0.4651  10  NA  NA  NA  10  1  e  5  33042733.7) (220  as  3  2.975  7.1053  0.4605  28  NA  NA  NA  5  1  ne  5  33989183.2)
(170  as  3  3.6728  7.0157  0.4651  10  NA  NA  NA  10  1  e  5  33042733.7) (225  ras  3  3.631  7.1805  0.7344  22  NA  19  NA  13  1  ne  5  33118448.2)
(170  as  3  3.6728  7.0157  0.4651  10  NA  NA  NA  10  1  e  5  33042733.7) (228  as  3  4.3956  5.3887  0.3052  34  NA  NA  NA  11  1  ne  5  33201366.6)
(170  as  3  3.6728  7.0157  0.4651  10  NA  NA  NA  10  1  e  5  33042733.7) (229  as  3  3.9745  6.9424  0.36  23  NA  NA  NA  13  1  ne  5  33173383)
(170  as  3  3.6728  7.0157  0.4651  10  NA  NA  NA  10  1  e  5  33042733.7) (232  as  3  3.2341  6.5465  0.542  19  NA  NA  NA  5  1  ne  5  33757233.8)
(143  ras  3  4.5007  8.9477  0.0864  14  NA  12  NA  17  1  e  5  33068599.6) (186  as  3  4.0402  8.614  0.1639  30  NA  NA  NA  17  1  ne  5  33183137.4)
(143  ras  3  4.5007  8.9477  0.0864  14  NA  12  NA  17  1  e  5  33068599.6) (200  ras  3  4.2496  9.4376  0.0844  13  NA  18  NA  16  1  ne  5  33103715)
(143  ras  3  4.5007  8.9477  0.0864  14  NA  12  NA  17  1  e  5  33068599.6) (206  ras  3  4.1756  8.7171  0.2668  16  NA  26  NA  10  1  ne  5  33192097.2)
(143  ras  3  4.5007  8.9477  0.0864  14  NA  12  NA  17  1  e  5  33068599.6) (211  ras  3  3.3641  9.8058  0.2927  31  NA  15  NA  10  1  ne  5  33275701.8)
(143  ras  3  4.5007  8.9477  0.0864  14  NA  12  NA  17  1  e  5  33068599.6) (213  ras  3  4.0273  7.4296  0.0226  10  NA  11  NA  17  1  ne  5  33164362.6)
(143  ras  3  4.5007  8.9477  0.0864  14  NA  12  NA  17  1  e  5  33068599.6) (215  ras  3  4.6273  7.385  0.0883  24  NA  24  NA  17  1  ne  5  33108887.3333333)
(143  ras  3  4.5007  8.9477  0.0864  14  NA  12  NA  17  1  e  5  33068599.6) (217  ras  3  4.8491  5.7577  0.1037  19  NA  17  NA  16  1  ne  5  33099747)
(143  ras  3  4.5007  8.9477  0.0864  14  NA  12  NA  17  1  e  5  33068599.6) (230  ras  3  3.2433  8.8645  0.0859  38  NA  16  NA  13  1  ne  5  33190424.6)
(178  ras  3  3.5075  6.4741  0.3614  6  NA  28  NA  17  1  e  5  33055508.5) (194  ras  0  2.8552  5.5112  0.4066  11  NA  24  NA  NA  NA  ne  5  40446399.2)
(178  ras  3  3.5075  6.4741  0.3614  6  NA  28  NA  17  1  e  5  33055508.5) (214  ras  3  4.0958  4.9141  0.3565  21  NA  28  NA  25  1  ne  5  33132783)
(184  mmas  3  3.925  7.0936  0.5813  6  NA  NA  NA  13  1  e  6  32966416.0833333) (234  mmas  3  2.9603  8.1651  0.5048  8  NA  NA  NA  12  1  ne  6  33254427.4)
(184  mmas  3  3.925  7.0936  0.5813  6  NA  NA  NA  13  1  e  6  32966416.0833333) (235  mmas  3  4.3057  6.7156  0.5556  7  NA  NA  NA  17  1  ne  6  32968423.5833333)
(184  mmas  3  3.925  7.0936  0.5813  6  NA  NA  NA  13  1  e  6  32966416.0833333) (236  mmas  3  3.9152  8.998  0.7381  23  NA  NA  NA  14  1  ne  6  33144030.2)
(184  mmas  3  3.925  7.0936  0.5813  6  NA  NA  NA  13  1  e  6  32966416.0833333) (237  as  3  3.316  7.3711  0.6971  16  NA  NA  NA  15  1  ne  6  33219693.8)
(184  mmas  3  3.925  7.0936  0.5813  6  NA  NA  NA  13  1  e  6  32966416.0833333) (238  mmas  3  3.9925  8.4429  0.6251  5  NA  NA  NA  13  1  ne  6  32970152)
(184  mmas  3  3.925  7.0936  0.5813  6  NA  NA  NA  13  1  e  6  32966416.0833333) (239  as  3  4.2964  8.2216  0.6555  6  NA  NA  NA  18  1  ne  6  33034290)
(184  mmas  3  3.925  7.0936  0.5813  6  NA  NA  NA  13  1  e  6  32966416.0833333) (241  mmas  3  3.9547  6.7839  0.5014  14  NA  NA  NA  15  1  ne  6  33199050)
(184  mmas  3  3.925  7.0936  0.5813  6  NA  NA  NA  13  1  e  6  32966416.0833333) (242  mmas  3  4.1173  7.244  0.5622  11  NA  NA  NA  16  1  ne  6  33126860.8)
(184  mmas  3  3.925  7.0936  0.5813  6  NA  NA  NA  13  1  e  6  32966416.0833333) (243  mmas  3  3.8695  6.3831  0.6452  9  NA  NA  NA  10  1  ne  6  33179240.4)
(184  mmas  3  3.925  7.0936  0.5813  6  NA  NA  NA  13  1  e  6  32966416.0833333) (244  mmas  3  3.6333  7.7127  0.5418  8  NA  NA  NA  14  1  ne  6  32968266.75)
(184  mmas  3  3.925  7.0936  0.5813  6  NA  NA  NA  13  1  e  6  32966416.0833333) (245  as  3  4.6138  6.4304  0.5965  17  NA  NA  NA  17  1  ne  6  33198051)
(184  mmas  3  3.925  7.0936  0.5813  6  NA  NA  NA  13  1  e  6  32966416.0833333) (246  mmas  3  3.9478  8.0181  0.5774  6  NA  NA  NA  15  1  ne  6  32949109.75)
(184  mmas  3  3.925  7.0936  0.5813  6  NA  NA  NA  13  1  e  6  32966416.0833333) (247  mmas  3  3.9542  5.6477  0.5424  16  NA  NA  NA  15  1  ne  6  33009383.75)
(184  mmas  3  3.925  7.0936  0.5813  6  NA  NA  NA  13  1  e  6  32966416.0833333) (248  mmas  3  4.0941  8.5414  0.5926  21  NA  NA  NA  9  1  ne  6  33004470.9166667)
(184  mmas  3  3.925  7.0936  0.5813  6  NA  NA  NA  13  1  e  6  32966416.0833333) (250  mmas  3  4.502  8.2293  0.5292  17  NA  NA  NA  14  1  ne  6  33147186.6)
(184  mmas  3  3.925  7.0936  0.5813  6  NA  NA  NA  13  1  e  6  32966416.0833333) (251  as  3  3.3498  7.4359  0.5574  10  NA  NA  NA  10  1  ne  6  33265546.8)
(184  mmas  3  3.925  7.0936  0.5813  6  NA  NA  NA  13  1  e  6  32966416.0833333) (252  mmas  3  4.6436  7.077  0.6014  12  NA  NA  NA  16  1  ne  6  33012073.6666667)
(184  mmas  3  3.925  7.0936  0.5813  6  NA  NA  NA  13  1  e  6  32966416.0833333) (253  mmas  3  3.1862  8.2161  0.4693  21  NA  NA  NA  13  1  ne  6  33272927.6)
(197  as  3  4.3665  8.0558  0.6946  6  NA  NA  NA  12  1  e  6  32943759.5) (240  as  3  4.2284  8.1669  0.57  10  NA  NA  NA  9  1  ne  6  33169022.4)
(197  as  3  4.3665  8.0558  0.6946  6  NA  NA  NA  12  1  e  6  32943759.5) (249  as  3  4.8706  7.2325  0.5396  22  NA  NA  NA  15  1  ne  6  33201263)
(197  as  3  4.3665  8.0558  0.6946  6  NA  NA  NA  12  1  e  6  32943759.5) (254  as  3  4.0789  9.3182  0.5177  7  NA  NA  NA  15  1  ne  6  33003020.0833333)
(197  as  3  4.3665  8.0558  0.6946  6  NA  NA  NA  12  1  e  6  32943759.5) (255  as  3  4.2328  9.6127  0.7138  15  NA  NA  NA  10  1  ne  6  33190492)
(197  as  3  4.3665  8.0558  0.6946  6  NA  NA  NA  12  1  e  6  32943759.5) (256  as  3  4.8615  8.3519  0.59  7  NA  NA  NA  13  1  ne  6  32943550.4166667)
(197  as  3  4.3665  8.0558  0.6946  6  NA  NA  NA  12  1  e  7  32961788.0714286) (257  as  3  4.1592  7.5913  0.7522  19  NA  NA  NA  17  1  ne  7  33134811.4)
(197  as  3  4.3665  8.0558  0.6946  6  NA  NA  NA  12  1  e  7  32961788.0714286) (258  as  3  4.6401  7.2612  0.6393  8  NA  NA  NA  12  1  ne  7  32950812.7142857)
(197  as  3  4.3665  8.0558  0.6946  6  NA  NA  NA  12  1  e  7  32961788.0714286) (260  as  3  4.3982  6.6105  0.6997  9  NA  NA  NA  8  1  ne  7  32957706.7142857)
(246  mmas  3  3.9478  8.0181  0.5774  6  NA  NA  NA  15  1  e  7  32956560) (261  mmas  3  4.4297  7.0048  0.5418  19  NA  NA  NA  18  1  ne  7  32986465.4285714)
(244  mmas  3  3.6333  7.7127  0.5418  8  NA  NA  NA  14  1  e  7  32970458.2142857) (259  as  3  3.8969  7.9569  0.6368  10  NA  NA  NA  16  1  ne  7  33137518.2)
