Run Fitness1 Solution1 Elite1 Iteration1 Fitness2 Solution2 Elite2 Iteration2
1 454835.60 3041026 T 2 457641.60 3031036 F 3
1 454835.60 3041026 T 2 456747.60 3046026 T 3
1 454835.60 3041026 T 2 457187.60 3041021 F 3
1 454835.60 3041026 T 2 457002.00 3046021 F 3
1 454835.60 3041026 T 2 460057.60 3046016 T 3
1 454835.60 3041026 T 2 4667298.80 1041026 F 3
1 3157214.00 3016036 T 2 4632362.40 1016031 F 3
1 3157214.00 3016036 T 2 4352307.11 3006031 F 3
1 3157214.00 3016036 T 2 3050833.50 3026026 F 3
1 3157214.00 3016036 T 2 4671103.60 0016036 F 3
1 3157214.00 3016036 T 2 3047648.75 3026036 T 3
1 3157214.00 3016036 T 2 3626126.55 3011031 F 3
1 3157214.00 3016036 T 2 4062617.00 1026031 F 3
1 3157214.00 3016036 T 2 3483627.43 3011036 F 3
1 3157214.00 3016036 T 2 3053949.25 3021031 F 3
1 3157214.00 3016036 T 2 3628828.00 3021036 F 3
1 3157214.00 3016036 T 2 3157214.00 3016036 T 3
1 3157214.00 3016036 T 2 2769126.67 3031021 T 3
1 3157214.00 3016036 T 2 2782709.11 0026026 F 3
1 3157214.00 3016036 T 2 3051619.25 3026041 F 3
1 3157214.00 3016036 T 2 4665172.00 2011041 F 3
1 3157214.00 3016036 T 2 1614069.00 2021041 F 3
1 3157214.00 3016036 T 2 4626121.20 2011036 F 3
1 3157214.00 3016036 T 2 4350841.11 3001031 F 3
1 3157214.00 3016036 T 2 3307172.60 3016026 T 3
1 3157214.00 3016036 T 2 4666804.80 1016021 F 3
1 3157214.00 3016036 T 2 3051555.50 3021041 F 3
1 3157214.00 3016036 T 2 3307172.60 3016026 T 3
1 3157214.00 3016036 T 2 3053053.75 3031046 F 3
1 3157214.00 3016036 T 2 4671882.80 2006031 F 3
1 3157214.00 3016036 T 2 3628828.00 3021036 F 3
1 3157214.00 3016036 T 2 3626806.36 3026031 T 3
1 3157214.00 3016036 T 2 3628828.00 3021036 F 3
1 3157214.00 3016036 T 2 457641.60 3031036 F 3
1 3157214.00 3016036 T 2 1616027.67 0036051 F 3
1 3157214.00 3016036 T 2 3629472.55 3001041 F 3
1 3157214.00 3016036 T 2 3307172.60 3016026 T 3
1 3157214.00 3016036 T 2 4357600.67 2021036 F 3
1 3157214.00 3016036 T 2 3053949.25 3021031 F 3
1 3157214.00 3016036 T 2 3050833.50 3026026 F 3
1 3157214.00 3016036 T 2 3626126.55 3011031 F 3
1 3157214.00 3016036 T 2 3051619.25 3026041 F 3
1 3157214.00 3016036 T 2 3483627.43 3011036 F 3
1 3157214.00 3016036 T 2 3302838.80 3016021 F 3
1 3157214.00 3016036 T 2 3628828.00 3021036 F 3
1 3157214.00 3016036 T 2 3232518.00 0011031 F 3
1 3157214.00 3016036 T 2 3626126.55 3011031 F 3
1 3157214.00 3016036 T 2 4636852.40 2016031 F 3
1 3157214.00 3016036 T 2 3236618.80 3016016 T 3
1 3157214.00 3016036 T 2 3063640.00 2036031 F 3
1 3157214.00 3016036 T 2 3063771.75 0016046 F 3
1 3157214.00 3016036 T 2 2823590.83 3036026 T 3
1 3157214.00 3016036 T 2 3628444.36 3026046 F 3
1 3157214.00 3016036 T 2 3047648.75 3026036 T 3
1 3157214.00 3016036 T 2 3157214.00 3016036 T 3
1 3157214.00 3016036 T 2 4065198.67 2011026 F 3
1 3157214.00 3016036 T 2 3626126.55 3011031 F 3
1 3157214.00 3016036 T 2 4342415.56 3006046 T 3
1 3157214.00 3016036 T 2 3484403.43 3011046 F 3
1 3157214.00 3016036 T 2 3244845.20 3016041 F 3
1 3157214.00 3016036 T 2 4676176.00 0021006 F 3
1 3157214.00 3016036 T 2 4633146.40 0021026 F 3
1 3157214.00 3016036 T 2 3304499.60 3016031 F 3
1 3157214.00 3016036 T 2 3628828.00 3021036 F 3
1 3157214.00 3016036 T 2 3483627.43 3011036 F 3
1 3157214.00 3016036 T 2 4671103.60 0016036 F 3
1 3157214.00 3016036 T 2 3626806.36 3026031 T 3
1 3157214.00 3016036 T 2 3479678.14 3001051 F 3
1 3157214.00 3016036 T 2 3051555.50 3021041 F 3
1 3157214.00 3016036 T 2 3483627.43 3011036 F 3
1 3157214.00 3016036 T 2 3302838.80 3016021 F 3
1 3157214.00 3016036 T 2 3258396.00 2026036 F 3
1 3157214.00 3016036 T 2 3626126.55 3011031 F 3
1 3157214.00 3016036 T 2 4676324.00 0016041 F 3
1 3157214.00 3016036 T 2 3483627.43 3011036 F 3
1 3157214.00 3016036 T 2 3232518.00 0011031 F 3
1 3157214.00 3016036 T 2 4635580.80 1031041 F 3
1 3157214.00 3016036 T 2 3304499.60 3016031 F 3
1 3157214.00 3016036 T 2 4635713.60 1026046 F 3
1 3157214.00 3016036 T 2 4659272.40 1011026 F 3
1 3157214.00 3016036 T 2 3629322.73 3006036 F 3
1 3626806.36 3026031 T 2 3050833.50 3026026 F 3
1 3626806.36 3026031 T 2 3053053.75 3031046 F 3
1 3626806.36 3026031 T 2 2821505.33 3036036 F 3
1 3626806.36 3026031 T 2 3245828.40 3021026 T 3
1 3626806.36 3026031 T 2 3050833.50 3026026 F 3
1 3626806.36 3026031 T 2 3628444.36 3026046 F 3
1 3626806.36 3026031 T 2 3050833.50 3026026 F 3
1 3626806.36 3026031 T 2 3244845.20 3016041 F 3
1 3626806.36 3026031 T 2 3157214.00 3016036 T 3
1 3626806.36 3026031 T 2 3050833.50 3026026 F 3
1 3626806.36 3026031 T 2 3253492.00 0031026 F 3
1 3626806.36 3026031 T 2 3628828.00 3021036 F 3
1 3626806.36 3026031 T 2 4668095.20 1011021 F 3
1 3626806.36 3026031 T 2 460237.20 3026021 T 3
1 3626806.36 3026031 T 2 460237.20 3026021 T 3
1 3626806.36 3026031 T 2 3252540.80 2021031 F 3
1 3626806.36 3026031 T 2 3047648.75 3026036 T 3
1 3626806.36 3026031 T 2 425092.40 3036021 F 3
1 3626806.36 3026031 T 2 4670997.60 1026036 F 3
1 3626806.36 3026031 T 2 2770320.00 3021011 T 3
1 3626806.36 3026031 T 2 3260216.80 1031021 F 3
1 3626806.36 3026031 T 2 3986973.75 1031046 F 3
1 3626806.36 3026031 T 2 458960.00 3036046 F 3
1 3626806.36 3026031 T 2 3626806.36 3026031 T 3
1 3626806.36 3026031 T 2 3217672.40 3006026 F 3
1 3626806.36 3026031 T 2 3304499.60 3016031 F 3
1 3626806.36 3026031 T 2 3060098.00 2036036 F 3
1 3626806.36 3026031 T 2 457641.60 3031036 F 3
1 3626806.36 3026031 T 2 3050833.50 3026026 F 3
1 3626806.36 3026031 T 2 3628828.00 3021036 F 3
1 3626806.36 3026031 T 2 3268474.40 0036031 F 3
1 3626806.36 3026031 T 2 3047648.75 3026036 T 3
1 3626806.36 3026031 T 2 454835.60 3041026 T 3
1 3626806.36 3026031 T 2 4636852.40 2016031 F 3
1 3626806.36 3026031 T 2 4062617.00 1026031 F 3
1 3626806.36 3026031 T 2 3157214.00 3016036 T 3
1 3626806.36 3026031 T 2 4632172.40 0026031 F 3
1 3626806.36 3026031 T 2 3244845.20 3016041 F 3
1 2823590.83 3036026 T 3 2769126.67 3031021 T 4
1 2823590.83 3036026 T 3 2765943.56 3031006 T 4
1 2823590.83 3036026 T 3 456778.40 3046046 F 4
1 2823590.83 3036026 T 3 2769126.67 3031021 T 4
1 2823590.83 3036026 T 3 457187.60 3041021 F 4
1 2823590.83 3036026 T 3 3302838.80 3016021 F 4
1 2823590.83 3036026 T 3 2777320.44 1036016 F 4
1 2823590.83 3036026 T 3 2380782.36 3041016 T 4
1 2823590.83 3036026 T 3 3628538.89 2036026 F 4
1 2823590.83 3036026 T 3 3575478.22 2026006 F 4
1 2823590.83 3036026 T 3 1647209.33 3041011 T 4
1 2823590.83 3036026 T 3 2769126.67 3031021 T 4
1 2823590.83 3036026 T 3 2777874.89 1021011 F 4
1 2823590.83 3036026 T 3 3628444.36 3026046 F 4
1 2823590.83 3036026 T 3 2766771.11 3031016 T 4
1 2823590.83 3036026 T 3 454506.80 3031041 T 4
1 2823590.83 3036026 T 3 3051555.50 3021041 F 4
1 2823590.83 3036026 T 3 1645286.67 3051016 T 4
1 2823590.83 3036026 T 3 2788112.22 1046031 F 4
1 2823590.83 3036026 T 3 3563072.22 3021051 F 4
1 460057.60 3046016 T 3 452298.40 3041041 T 4
1 460057.60 3046016 T 3 2378082.36 3046006 T 4
1 460057.60 3046016 T 3 2378082.36 3046006 T 4
1 460057.60 3046016 T 3 2378082.36 3046006 T 4
1 460057.60 3046016 T 3 2780555.33 1031011 F 4
1 460057.60 3046016 T 3 456743.20 3056021 T 4
1 460057.60 3046016 T 3 456747.60 3046026 T 4
1 460057.60 3046016 T 3 453885.20 3031031 F 4
1 460057.60 3046016 T 3 3637556.44 2041021 F 4
1 460057.60 3046016 T 3 2766771.11 3031016 T 4
1 460057.60 3046016 T 3 1616515.67 0056011 F 4
1 460057.60 3046016 T 3 457822.80 1046036 F 4
1 460057.60 3046016 T 3 457910.00 3046036 F 4
1 1644009.00 3036011 T 3 2769465.78 3031011 T 4
1 1644009.00 3036011 T 3 1612597.33 3061026 F 4
1 2380782.36 3041016 T 4 455982.80 3036016 T 5
1 2380782.36 3041016 T 4 454082.00 3061021 T 5
2 5540919.09 3011001 T 1 4055720.00 2016011 F 2
2 5540919.09 3011001 T 1 4057567.33 0011016 F 2
2 5540919.09 3011001 T 1 4062790.33 1011006 F 2
2 5540919.09 3011001 T 1 3245987.20 1016011 F 2
2 5540919.09 3011001 T 1 4367352.00 2026016 F 2
2 5540919.09 3011001 T 1 4713691.20 2001016 F 2
2 5540919.09 3011001 T 1 5540919.09 3011001 T 2
2 5540919.09 3011001 T 1 4059528.33 1016006 F 2
2 5540919.09 3011001 T 1 4666627.60 2016006 F 2
2 5540919.09 3011001 T 1 4644037.20 3016011 T 2
2 5540919.09 3011001 T 1 4072132.33 0016006 F 2
2 5540919.09 3011001 T 1 3300775.20 3011006 T 2
2 5540919.09 3011001 T 1 3300775.20 3011006 T 2
